symbol,theme_id,theme_label,theme_family,membership_type,assignment_order,fit_score,corr_with_theme_moves,med_abs_resid,fit_overlap_months,sector_mode,industry_mode,primary_theme_id
BHARATCOAL,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
BHARATFORG,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Consumer Cyclical,Other Industrial Products,IND::Other Industrial Products
BHARTIARTL,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Communication Services,Telecom Services,IND::Specialty Retail
BHARTIHEXA,UNCLASSIFIED::B::B::B::A,Cross-sector · Group 6,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
BHARTIHEXA,UNCLASSIFIED::B::B::A::A::B,Cross-sector · Group 5,Cross-sector,secondary,2,0.3301,0.538,0.155,20.0,,,UNCLASSIFIED::B::B::B::A
BHEL,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
BIKAJI,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
BIOCON,IND::Biotechnology,Biotechnology,Biotechnology,primary,1,1.0,,,,Healthcare,Biotechnology,IND::Biotechnology
BIOCON,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,secondary,2,0.2216,0.3937,0.18,50.0,Healthcare,Biotechnology,IND::Biotechnology
BIOCON,IND::Pharmaceuticals::A,Pharmaceuticals · Group 5,Pharmaceuticals,secondary,3,0.173,0.3007,0.125,50.0,Healthcare,Biotechnology,IND::Biotechnology
BIRLACORPN,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
BIRLACORPN,IND::Furniture-Furnishing-Paints,Furniture-furnishing-paints,Furniture-furnishing-paints,secondary,2,0.1747,0.3182,0.16,50.0,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
BLACKBUCK,UNCLASSIFIED::B::B::A::B::A,Cross-sector · Group 9,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::A
BLUEDART,IND::Transportation - Logistics,Transportation - Logistics,Transportation - Logistics,primary,1,1.0,,,,Industrials,Transportation - Logistics,IND::Transportation - Logistics
BLUEJET,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
BLUESTARCO,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Industrials,Consumer Electronics,IND::Consumer Electronics
BLUESTONE,UNCLASSIFIED::NoRank,Cross-sector (no Rank) · Group 4,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::NoRank
BORORENEW,IND::Houseware,Houseware,Houseware,primary,1,1.0,,,,Consumer Cyclical,Houseware,IND::Houseware
BORORENEW,IND::Hotels,Hotels,Hotels,secondary,2,0.3751,0.6141,0.1825,40.0,Consumer Cyclical,Houseware,IND::Houseware
BOSCHLTD,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
BPCL,IND::Refineries/Petro-Products,Refineries / Petro-products,Refineries / Petro-products,primary,1,1.0,,,,Energy,Refineries/Petro-Products,IND::Refineries/Petro-Products
BRIGADE,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
BRIGHOTEL,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
BRITANNIA,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
BRITANNIA,IND::Personal Products,Personal Products,Personal Products,secondary,2,0.2515,0.4278,0.16,50.0,Consumer Defensive,Packaged Foods,IND::Packaged Foods
BSE,IND::Exchange,Exchange,Exchange,primary,1,1.0,,,,Financial Services,Exchange,IND::Exchange
BSOFT,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
BUILDPRO,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
CAMPUS,IND::Footwear,Footwear,Footwear,primary,1,1.0,,,,Consumer Cyclical,Footwear,IND::Footwear
CAMPUS,IND::Restaurants,Restaurants,Restaurants,secondary,2,0.3299,0.5378,0.155,50.0,Consumer Cyclical,Footwear,IND::Footwear
CAMPUS,IND::Houseware,Houseware,Houseware,secondary,3,0.2387,0.3817,0.095,50.0,Consumer Cyclical,Footwear,IND::Footwear
CAMS,IND::IT Consulting & Software::A,IT Consulting & Software · Group 4,IT Consulting & Software,primary,1,1.0,,,,Technology,Capital Markets,IND::IT Consulting & Software::A
CANBK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
CANBK,IND::Banks::A,Banks · Group 2,Banks,secondary,2,0.1796,0.3241,0.1575,50.0,Financial Services,Banks,IND::Banks::B::B
CANFINHOME,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,Financial Services,Housing Finance,IND::Housing Finance
CANFINHOME,IND::Banks::B::A,Banks · Group 3,Banks,secondary,2,0.2031,0.3362,0.1075,50.0,Financial Services,Housing Finance,IND::Housing Finance
CANHLIFE,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
CAPILLARY,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
CAPLIPOINT,IND::Pharmaceuticals::B::A::A,Pharmaceuticals · Group 4,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
CAPLIPOINT,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,secondary,2,0.2202,0.3639,0.115,41.0,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
CAPLIPOINT,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,secondary,3,0.2067,0.3381,0.1,41.0,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
CARBORUNIV,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
CARERATING,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
CARRARO,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
CARTRADE,IND::Household Appliances,Household Appliances,Household Appliances,primary,1,1.0,,,,Consumer Cyclical,Internet & Catalogue Retail,IND::Household Appliances
CARYSIL,IND::Household Appliances,Household Appliances,Household Appliances,primary,1,1.0,,,,Consumer Cyclical,Household Products,IND::Household Appliances
CASTROLIND,IND::Oil Marketing & Distribution,Oil Marketing & Distribution,Oil Marketing & Distribution,primary,1,1.0,,,,Energy,Oil Marketing & Distribution,IND::Oil Marketing & Distribution
CCL,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Tea & Coffee,IND::Breweries & Distilleries
CCL,IND::Packaged Foods,Packaged Foods,Packaged Foods,secondary,2,0.1871,0.3509,0.195,50.0,Consumer Defensive,Tea & Coffee,IND::Breweries & Distilleries
CDSL,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Financial Services,Investment Companies,IND::Consumer Electronics
CDSL,IND::Asset Management Cos.,Asset Management Cos.,Asset Management Cos.,secondary,2,0.2825,0.4368,0.0775,50.0,Financial Services,Investment Companies,IND::Consumer Electronics
CDSL,IND::Exchange,Exchange,Exchange,secondary,3,0.2022,0.3531,0.15,50.0,Financial Services,Investment Companies,IND::Consumer Electronics
CEATLTD,IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,primary,1,1.0,,,,Consumer Cyclical,Auto Tyres & Rubber Products,IND::Auto Tyres & Rubber Products
CEIGALL,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
CEIGALL,UNCLASSIFIED::B::B::B::B,Cross-sector · Group 7,Cross-sector,secondary,2,0.283,0.4846,0.1875,18.0,,,UNCLASSIFIED::B::A::B
CEMPRO,UNCLASSIFIED::B::B::A::A::A,Cross-sector · Group 8,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
CEMPRO,UNCLASSIFIED::A::A,Cross-sector · Group 2,Cross-sector,secondary,2,0.4505,0.6586,0.035,8.0,,,UNCLASSIFIED::B::B::A::A::A
CENTUM,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,Technology,Electronic Components,IND::IT Software Products
CENTURYPLY,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,Basic Materials,Forest Products,IND::Forest Products
CERA,IND::Furniture-Furnishing-Paints,Furniture-furnishing-paints,Furniture-furnishing-paints,primary,1,1.0,,,,Industrials,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
CESC,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
CGCL,IND::Finance (including NBFCs)::A,Finance (including Nbfcs) · Group 3,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
CGPOWER,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
CGPOWER,IND::Commercial Vehicles,Commercial Vehicles,Commercial Vehicles,secondary,2,0.1789,0.3156,0.14,50.0,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
CHALET,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
CHAMBLFERT,IND::Fertilizers,Fertilizers,Fertilizers,primary,1,1.0,,,,Basic Materials,Fertilizers,IND::Fertilizers
CHAMBLFERT,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,secondary,2,0.2698,0.4464,0.1425,50.0,Basic Materials,Fertilizers,IND::Fertilizers
CHEMPLASTS,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
CHENNPETRO,IND::Refineries/Petro-Products,Refineries / Petro-products,Refineries / Petro-products,primary,1,1.0,,,,Energy,Refineries/Petro-Products,IND::Refineries/Petro-Products
CHOLAFIN,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
CHOLAFIN,IND::Banks::A,Banks · Group 2,Banks,secondary,2,0.3781,0.6002,0.14,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
CHOLAFIN,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),secondary,3,0.3362,0.5231,0.1,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
CHOLAHLDNG,IND::Holding Companies,Holding Companies,Holding Companies,primary,1,1.0,,,,Financial Services,Holding Companies,IND::Holding Companies
CHOLAHLDNG,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),secondary,2,0.3571,0.5681,0.135,50.0,Financial Services,Holding Companies,IND::Holding Companies
CIEINDIA,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
CIGNITITEC,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
CIPLA,IND::Pharmaceuticals::B::A::A,Pharmaceuticals · Group 4,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
CIPLA,IND::Healthcare Services,Healthcare Services,Healthcare Services,secondary,2,0.215,0.3607,0.125,50.0,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
CLEAN,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
CMSINFO,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Industrials,Other Financial Services,IND::Other Financial Services
COALINDIA,IND::Refineries/Petro-Products,Refineries / Petro-products,Refineries / Petro-products,primary,1,1.0,,,,Energy,Coal,IND::Refineries/Petro-Products
COFORGE,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
COHANCE,UNCLASSIFIED::B::B::B::A,Cross-sector · Group 6,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
COLPAL,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
CONCOR,IND::Defence,Defence,Defence,primary,1,1.0,,,,Industrials,Warehousing and Logistics,IND::Defence
CONCORDBIO,IND::Biotechnology,Biotechnology,Biotechnology,primary,1,1.0,,,,Healthcare,Biotechnology,IND::Biotechnology
COROMANDEL,IND::Fertilizers,Fertilizers,Fertilizers,primary,1,1.0,,,,Basic Materials,Fertilizers,IND::Fertilizers
CORONA,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
CPPLUS,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
CRAFTSMAN,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
CRAMC,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
CREDITACC,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
CRISIL,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
CRIZAC,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
CROMPTON,IND::Household Appliances,Household Appliances,Household Appliances,primary,1,1.0,,,,Consumer Cyclical,Household Appliances,IND::Household Appliances
CSBBANK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
CSBBANK,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),secondary,2,0.2179,0.3606,0.115,50.0,Financial Services,Banks,IND::Banks::A
CUB,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
CUMMINSIND,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
CUMMINSIND,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,secondary,2,0.1976,0.3327,0.1175,50.0,Industrials,Industrial Machinery,IND::Industrial Machinery::B
CYIENT,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Industrials,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
CYIENTDLM,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,Technology,Electronic Components,IND::IT Software Products
CYIENTDLM,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,secondary,2,0.1959,0.327,0.11,32.0,Technology,Electronic Components,IND::IT Software Products
DABUR,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
DABUR,IND::Packaged Foods,Packaged Foods,Packaged Foods,secondary,2,0.1862,0.3259,0.14,50.0,Consumer Defensive,Personal Products,IND::Personal Products
DABUR,IND::Cigarettes-Tobacco Products,Cigarettes-tobacco Products,Cigarettes-tobacco Products,secondary,3,0.178,0.3294,0.175,50.0,Consumer Defensive,Personal Products,IND::Personal Products
DALBHARAT,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
DAMCAPITAL,UNCLASSIFIED::B::B::A::B::A,Cross-sector · Group 9,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::A
DAMCAPITAL,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,secondary,2,0.2135,0.3715,0.155,11.0,,,UNCLASSIFIED::B::B::A::B::A
DATAPATTNS,IND::Defence,Defence,Defence,primary,1,1.0,,,,Industrials,Defence,IND::Defence
DATAPATTNS,IND::Shipping,Shipping,Shipping,secondary,2,0.1725,0.3193,0.17,50.0,Industrials,Defence,IND::Defence
DCBBANK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
DCBBANK,IND::Banks::B::B,Banks · Group 1,Banks,secondary,2,0.2563,0.4487,0.1925,50.0,Financial Services,Banks,IND::Banks::A
DCMSHRIRAM,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
DEEPAKFERT,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
DEEPAKFERT,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,secondary,2,0.2324,0.4177,0.2,50.0,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
DEEPAKFERT,IND::Agrochemicals,Agrochemicals,Agrochemicals,secondary,3,0.2179,0.3938,0.1925,50.0,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
DEEPAKNTR,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
DEEPAKNTR,IND::Fertilizers,Fertilizers,Fertilizers,secondary,2,0.1965,0.3664,0.2,50.0,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
DELHIVERY,IND::Transportation - Logistics,Transportation - Logistics,Transportation - Logistics,primary,1,1.0,,,,Industrials,Transportation - Logistics,IND::Transportation - Logistics
DEVYANI,IND::Restaurants,Restaurants,Restaurants,primary,1,1.0,,,,Consumer Cyclical,Restaurants,IND::Restaurants
DEVYANI,IND::Footwear,Footwear,Footwear,secondary,2,0.2229,0.3805,0.145,50.0,Consumer Cyclical,Restaurants,IND::Restaurants
DHANUKA,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
DHANUKA,IND::Mining,Mining,Mining,secondary,2,0.264,0.4628,0.2,50.0,Basic Materials,Agrochemicals,IND::Agrochemicals
DHANUKA,IND::Fertilizers,Fertilizers,Fertilizers,secondary,3,0.1538,0.3011,0.19,50.0,Basic Materials,Agrochemicals,IND::Agrochemicals
DIVGIITTS,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
DIVISLAB,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
DIXON,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Technology,Consumer Electronics,IND::Consumer Electronics
DLF,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
DMART,IND::Department Stores,Department Stores,Department Stores,primary,1,1.0,,,,Consumer Defensive,Department Stores,IND::Department Stores
